Entity,Label
vomiting diaphoresis palpitations pain,DISEASE
angina,DISEASE
myocardial infarction,DISEASE
myopericarditis,DISEASE
vessel disease,DISEASE
occlusion left anterior descending coronary artery total occlusion right coronary artery this time,DISEASE
Coronary artery disease,DISEASE
inferior myocardial infarction,DISEASE
myocardial infarction,DISEASE
congestive heart failure,DISEASE
hypertension,DISEASE
hypothyroidism,DISEASE
hypercholesterolemia diabetes,DISEASE
osteoarthritis,DISEASE
Lopressor aspirin,CHEMICAL
Protonix Colace,CHEMICAL
nitroglycerin,CHEMICAL
heparin,CHEMICAL
Codeine,CHEMICAL
myocardial infarction,DISEASE
alcohol,CHEMICAL
movement acute distress,DISEASE
icterus Neck carotid bruits,DISEASE
cyanosis edema,DISEASE
sodium potassium,CHEMICAL
bicarbonate creatinine,CHEMICAL
glucose Cardiac,DISEASE
cardiogenic shock,DISEASE
anterior myocardial infarction,DISEASE
cardiogenic shock aspirin Plavix,DISEASE
creatinine,CHEMICAL
heparin,CHEMICAL
Integrilin,CHEMICAL
anterior myocardial infarction,DISEASE
shock,DISEASE
nitroglycerin,CHEMICAL
Metoprolol,CHEMICAL
Lasix,CHEMICAL
congestive heart failure,DISEASE
supraventricular tachycardias,DISEASE
ischemia,DISEASE
Plavix aspirin,CHEMICAL
heparin,CHEMICAL
Integrilin,CHEMICAL
apnea,DISEASE
diabetes mellitus,DISEASE
hypothyroidism,DISEASE
heparin,CHEMICAL
Captopril,CHEMICAL
Hydralazine,CHEMICAL
Isordil,CHEMICAL
congestive heart failure,DISEASE
congestive heart failure,DISEASE
supraventricular tachycardia apnea,DISEASE
morphine,CHEMICAL
cough,DISEASE
supraventricular tachycardia,DISEASE
aortic stenosis,DISEASE
pulmonary hypertension,DISEASE
Aortic stenosis,DISEASE
apnea,DISEASE
BiPAP,CHEMICAL
fever,DISEASE
Aspirin Claritin,CHEMICAL
drug allergies,DISEASE
alcohol,CHEMICAL
shortness breath,DISEASE
dyspnea,DISEASE
extraocular movements,DISEASE
lymphadenopathy,DISEASE
hepatosplenomegaly,DISEASE
clubbing cyanosis edema,DISEASE
sodium potassium,CHEMICAL
creatinine glucose,DISEASE
propofol,CHEMICAL
propofol,CHEMICAL
nitroglycerin,CHEMICAL
nitroglycerin,CHEMICAL
atrial fibrillation,DISEASE
Lopressor,CHEMICAL
Amiodarone,CHEMICAL
Amiodarone,CHEMICAL
Lopressor,CHEMICAL
normoactive bowel sounds Extremities warm,DISEASE
clubbing cyanosis edema,DISEASE
sodium potassium,CHEMICAL
creatinine glucose,DISEASE
Lasix,CHEMICAL
potassium chloride,CHEMICAL
aspirin Lopresor,CHEMICAL
Amiodarone,CHEMICAL
Captopril,CHEMICAL
Tylenol,CHEMICAL
Percocet,CHEMICAL
Motrin,CHEMICAL
Aortic stenosis,DISEASE
apnea Scarlet fever,DISEASE
aortic stenosis,DISEASE
apnea BiPAP,CHEMICAL
fever,DISEASE
Aspirin Claritin,CHEMICAL
drug allergies,DISEASE
atrial fibrillation,DISEASE
Alzheimer disease,DISEASE
chest pain shortness breath palpitations,DISEASE
nausea vomiting diarrhea,DISEASE
polyuria,DISEASE
lightheadedness,DISEASE
diabetes thyroid disease,DISEASE
lymphadenopathy,DISEASE
carotids Abdomen soft nontender nondistended plus bowel sounds hepatosplenomegaly,DISEASE
clubbing cyanosis edema,DISEASE
stenosis,DISEASE
aortic stenosis,DISEASE
mitral regurgitation,DISEASE
digits pulmonary hypertension aortic,DISEASE
propofol,CHEMICAL
hypertension,DISEASE
nitroglycerin,CHEMICAL
atrial fibrillation,DISEASE
Lopressor,CHEMICAL
magnesium,CHEMICAL
amiodarone,CHEMICAL
amiodarone Lopressor,CHEMICAL
Lasix,CHEMICAL
Potassium chloride,CHEMICAL
Lasix Aspirin,CHEMICAL
Amiodarone,CHEMICAL
Atenolol Captopril,CHEMICAL
Colace Tylenol,CHEMICAL
Amaryl,CHEMICAL
Amaryl,CHEMICAL
betamethasone,CHEMICAL
preterm labor,DISEASE
betamethasone,CHEMICAL
cleft neck masses,DISEASE
coarse equal breath sounds bilaterally mild moderate,DISEASE
hepatosplenomegaly,DISEASE
Neurologic examination nonfocal appropriate Genitalia showed normal premie female HOSPITAL COURSE SYSTEM RESPIRATORY Shortly after,DISEASE
caffeine citrate,CHEMICAL
breast milk,DISEASE
ampicillin gentamicin,CHEMICAL
sepsis,DISEASE
bilirubin,CHEMICAL
bilirubin,CHEMICAL
Caffeine,CHEMICAL
chronic lung disease,DISEASE
chronic lung disease,DISEASE
Respiratory distress syndrome,DISEASE
sepsis,DISEASE
Hyperbilirubinemia,DISEASE
Apnea prematurity,DISEASE
respiratory distress syndrome,DISEASE
infertility,DISEASE
RhoGAM,CHEMICAL
pruritus,DISEASE
cholelithiasis,DISEASE
Actigall,CHEMICAL
betamethasone,CHEMICAL
antepartum fever,DISEASE
chorioamnionitis,DISEASE
Palate,DISEASE
Normocephalic Neck mouth,DISEASE
Liver splenomegaly,DISEASE
respiratory distress syndrome,DISEASE
apnea bradycardia,DISEASE
electrolytes,CHEMICAL
jaundice,DISEASE
bilirubin,CHEMICAL
sepsis,DISEASE
sepsis,DISEASE
NAME,CHEMICAL
breast milk,DISEASE
Ferrous sulfate,CHEMICAL
Hepatitis,DISEASE
Synagis,CHEMICAL
household neuromuscular disease airway abnormalities,DISEASE
chronic lung disease,DISEASE
respiratory distress syndrome,DISEASE
preterm labor,DISEASE
preterm labor,DISEASE
sepsis,DISEASE
Palate,DISEASE
hepatosplenomegaly,DISEASE
acrocyanosis,DISEASE
respiratory distress,DISEASE
respiratory distress,DISEASE
respiratory distress,DISEASE
breast milk Enfamil,DISEASE
iron,CHEMICAL
bilirubin,CHEMICAL
sepsis,DISEASE
ampicillin gentamicin,CHEMICAL
breast milk Enfamil,DISEASE
ferrous sulfate,CHEMICAL
hepatitis Synagis,DISEASE
chronic lung disease,DISEASE
chronic lung disease,DISEASE
respiratory distress,DISEASE
traumatic,DISEASE
Dilantin,CHEMICAL
trauma,DISEASE
weakness zygomatic fracture,DISEASE
alcohol,CHEMICAL
hematoma,DISEASE
vomitted,CHEMICAL
traumatic,DISEASE
Norvasc,CHEMICAL
Amlodipine,CHEMICAL
Methimazole,CHEMICAL
traumatic,DISEASE
pain,DISEASE
constipation,DISEASE
Docusate Colace,CHEMICAL
pain,DISEASE
Motrin Aspirin,CHEMICAL
syncope,DISEASE
metoprolol,CHEMICAL
trauma,DISEASE
weakness zygomatic fracture,DISEASE
alcohol,CHEMICAL
CREAT,CHEMICAL
ASSIST,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
potassium,CHEMICAL
Amlodipine,CHEMICAL
Metoprolol,CHEMICAL
Norvasc,CHEMICAL
Methimazole,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Docusate Sodium,CHEMICAL
Calcium Carbonate,CHEMICAL
traumatic,DISEASE
pain,DISEASE
constipation,DISEASE
Docusate Colace,CHEMICAL
pain,DISEASE
Motrin Aspirin,CHEMICAL
combativeness,DISEASE
substance alcohol,CHEMICAL
bipolar disorder,DISEASE
CREAT,CHEMICAL
trauma,DISEASE
trauma,DISEASE
dislocation,DISEASE
dislocation,DISEASE
bibasilar atelectasis,DISEASE
fractures,DISEASE
lumbar levoscoliosis,DISEASE
intracranial hemorrhage,DISEASE
fracture,DISEASE
intracranial hemorrhage fracture,DISEASE
Trauma,DISEASE
Trauma,DISEASE
pleural effusion,DISEASE
fractures,DISEASE
Trauma,DISEASE
fractures,DISEASE
Trauma,DISEASE
Haldol,CHEMICAL
combativeness agitation,DISEASE
Trauma,DISEASE
trauma,DISEASE
psychiatric,DISEASE
Olanzapine,CHEMICAL
Zyprexa,CHEMICAL
Sodium Capsule,CHEMICAL
Zyprexa,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain,DISEASE
Thiamine,CHEMICAL
Folic Acid,CHEMICAL
Magnesium Hydroxide,CHEMICAL
constipation,DISEASE
chills headaches chest pain,DISEASE
redness,DISEASE
vomiting diarrhea,DISEASE
Trauma,DISEASE
Thrombus,DISEASE
fractures,DISEASE
shortness breath,DISEASE
Trauma,DISEASE
glaucoma,DISEASE
psychiatric,DISEASE
paranoid personality disorder,DISEASE
Timolol,CHEMICAL
Nortriptyline Neurontin,DISEASE
Ibuprofen,CHEMICAL
allergies Effexor Penicillin Topamax,DISEASE
rash shortness breath,DISEASE
Oxygen,CHEMICAL
acute distress tachypneic,DISEASE
ecchymosis,DISEASE
hematoma,DISEASE
lower lobe effusion,DISEASE
empyema,DISEASE
pneumonia,DISEASE
urinary tract infection,DISEASE
Vancomycin Ceftriaxone,CHEMICAL
pain,DISEASE
pulmonary embolism,DISEASE
emboli,DISEASE
pneumothorax,DISEASE
pulmonary artery atelectasis,DISEASE
pneumonia,DISEASE
Levaquin,CHEMICAL
pain,DISEASE
pneumonia,DISEASE
Trauma,DISEASE
anemia,DISEASE
Fluoroquinolones,CHEMICAL
iron,CHEMICAL
Levaquin Fluoroquinolone,CHEMICAL
iron,CHEMICAL
fractures,DISEASE
Urinary tract infection Pneumonia Loculated hydropneumothoraces right,DISEASE
Anemia,DISEASE
Nortriptyline Neurontin,CHEMICAL
Levaquin,CHEMICAL
right fractures pneumothorax,DISEASE
fever cough shortness breath,DISEASE
pain,DISEASE
hypoxia,DISEASE
trauma,DISEASE
right fractures,DISEASE
Glaucoma,DISEASE
pain Depression Psychiatric,DISEASE
fracture,DISEASE
Timolol,CHEMICAL
Nortriptyline Neurontin,DISEASE
Ibuprofen,CHEMICAL
Effexor Penicillin,CHEMICAL
Topamax,CHEMICAL
alcohol,CHEMICAL
smoking,CHEMICAL
diabetes myocardial infarction,DISEASE
myocardial infarction,DISEASE
myocardial infarction,DISEASE
cancer,DISEASE
hepatosplenomegaly,DISEASE
edema,DISEASE
myocardial infarction,DISEASE
polys,CHEMICAL
cardiac failure,DISEASE
fractures,DISEASE
hematoma,DISEASE
pleural effusion,DISEASE
atelectasis,DISEASE
trauma,DISEASE
respiratory stress agitation,DISEASE
hypercarbic,CHEMICAL
tachypneic,DISEASE
congestive heart failure pneumothorax,DISEASE
myocardial infarction troponins,DISEASE
myocardial infarction,DISEASE
Captopril aspirin,CHEMICAL
heart failure hypotension systolic blood pressures,DISEASE
codeine,CHEMICAL
Captopril,CHEMICAL
hypotension,DISEASE
Lasix,CHEMICAL
tachypnea,DISEASE
congestive heart failure,DISEASE
oxygen,CHEMICAL
fractures,DISEASE
lower lobe pneumonia,DISEASE
pleural effusion Anemia,DISEASE
Nortriptyline Gabapentin,CHEMICAL
Citalopram Levofloxacin,CHEMICAL
Aspirin Timolol,CHEMICAL
Guaifenesin syrup,CHEMICAL
Codeine,CHEMICAL
Bisacodyl Nitroglycerin,CHEMICAL
chest pain Metoprolol,DISEASE
trauma,DISEASE
Diovan,CHEMICAL
wegener granulomatosis,DISEASE
Revlimid,CHEMICAL
rash fatigue thrombocytopenia,DISEASE
fatigue,DISEASE
frontal headache left sided pain,DISEASE
coughing anorexia chest,DISEASE
anemia,DISEASE
rash,DISEASE
lower extremity edema,DISEASE
orthopnea,DISEASE
abdominal pain diarrhea constipation,DISEASE
bleeding,DISEASE
bruising,DISEASE
lenalidomide,CHEMICAL
Thrombocytosis,DISEASE
Wegener granulomatosis Stage,DISEASE
Cytoxan,CHEMICAL
hypertension,DISEASE
Gout Glaucoma Osteopenia,DISEASE
heart disease,DISEASE
liver cancer,DISEASE
caries,DISEASE
murmurs,DISEASE
tenderness,DISEASE
spleen edema,DISEASE
atrophy,DISEASE
CREAT,CHEMICAL
PHOS BILI,CHEMICAL
CREAT,CHEMICAL
GRAN,CHEMICAL
pulmonary consolidations,DISEASE
Wegener vasculitis,DISEASE
hemorrhage,DISEASE
clearance hemorrhage lymphatic system lymphatic engourgment,DISEASE
opportunistic infection,DISEASE
aspergillosis,DISEASE
Splenomegaly,DISEASE
horseshoe kidney Extensive degenerative changes thoracic spine Asymmetric sclerosis,DISEASE
degenerative disease arthritis SAPHO Dilated pulmonary arteries consistent with pulmonary hypertension,DISEASE
chest lower neck calcifications,DISEASE
parathyroid adenoma,DISEASE
infection hemorrhage,DISEASE
infection,DISEASE
fungal etiologies,DISEASE
hemorrhage,DISEASE
hematoma,DISEASE
pericardial effusion,DISEASE
cardiomegaly,DISEASE
pulmonary hypertension,DISEASE
Wegener granulomatosis,DISEASE
Revlimid,CHEMICAL
pancytopenia,DISEASE
malaise fever acute,DISEASE
opportunistic infections,DISEASE
vasculititis malignancy hemorrhage,DISEASE
respiratory distress,DISEASE
hemoptysis,DISEASE
oxygen,CHEMICAL
edema,DISEASE
vanco cefepime,CHEMICAL
voriconazole levaquin,CHEMICAL
thrombocytopenias,DISEASE
anemia,DISEASE
wegener,DISEASE
stage renal disease,DISEASE
lung lesions,DISEASE
pericardial effusion left pleural effusion,DISEASE
hemorrhage,DISEASE
thrombocytopenia,DISEASE
bleeding,DISEASE
Metoprolol Tartrate,CHEMICAL
Lorazepam anxiety,CHEMICAL
Citalopram Hydrobromide,CHEMICAL
Calcitriol,CHEMICAL
Allopurinol,CHEMICAL
Vitamin,CHEMICAL
Calcium Citrate,CHEMICAL
Sodium Bicarbonate,CHEMICAL
Nifedipine,CHEMICAL
shortness breath,DISEASE
headedness,DISEASE
chest pain,DISEASE
hypotensive,DISEASE
Arthritis gallstones spastic bladder,DISEASE
pink pallor cyanosis,DISEASE
chest wall deformities scoliosis kyphosis,DISEASE
accessory muscle Bibasilar,DISEASE
tenderness,DISEASE
abdominial bruits,DISEASE
bruit brace Skin stasis dermatitis ulcers scars xanthomas,DISEASE
PHOS,CHEMICAL
BILI,CHEMICAL
CREAT,CHEMICAL
INTUBA,CHEMICAL
CHOL,CHEMICAL
Folate Iron,CHEMICAL
heart block,DISEASE
PRWP,DISEASE
vessel disease,DISEASE
infarct,DISEASE
pulmonary systolic hypertension,DISEASE
hypertension,DISEASE
vessel coronary artery disease,DISEASE
inferior myocardial infarction,DISEASE
pulmonary artery hypertension Right ventricular dysfunction,DISEASE
hypertension,DISEASE
left ventricular hypertrophy left ventricular cavity,DISEASE
left ventricular systolic dysfunction,DISEASE
akinesis basal inferior inferolateral walls hypokinesis basal inferior walls remaining segments contract normally LVEF Intrinsic left ventricular systolic function,DISEASE
depressed,DISEASE
valvular regurgitation right ventricular cavity mildly dilated,DISEASE
aortic valve stenosis aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
hypertension,DISEASE
pericardial effusion,DISEASE
ventricular dysfunction,DISEASE
inferior inferolateral myocardial infarction,DISEASE
mitral regurgitation,DISEASE
overload heart failure acute cardiopulmonary disease,DISEASE
STEMI,CHEMICAL
heart block,DISEASE
plavix heparin,CHEMICAL
heart block,DISEASE
aspirin clopidogrel atorvastatin,CHEMICAL
metoprolol lasix,DISEASE
lisinopril,CHEMICAL
Mitral Regurgitation,DISEASE
mitral regurgitation,DISEASE
repair Renal insufficiency,DISEASE
creatinine creatinine,CHEMICAL
creatinine potassium,CHEMICAL
Anemia,DISEASE
anemia,DISEASE
bleeding,DISEASE
stools,DISEASE
anemia,DISEASE
iron,CHEMICAL
folate,CHEMICAL
Chronic renal insufficiency,DISEASE
anemia,DISEASE
bleeding,DISEASE
Aspirin,CHEMICAL
Clopidogrel,CHEMICAL
Atorvastatin,CHEMICAL
Lisinopril,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Lasix,CHEMICAL
Detrol,CHEMICAL
STEMI,CHEMICAL
heart block,DISEASE
shortness breath,DISEASE
shortness breath,DISEASE
discomfort dizziness faintness,DISEASE
abdominal pain,DISEASE
perinephric bleed,DISEASE
renal mass,DISEASE
malignancy,DISEASE
heparin,CHEMICAL
propofol,CHEMICAL
coumadin,CHEMICAL
perinephric bleed embolization,DISEASE
kidney renal mass Hypertension Hypercholesterolemia,DISEASE
chronic kidney disease,DISEASE
EtOH,CHEMICAL
hypertension,DISEASE
thyromegaly,DISEASE
edema,DISEASE
heparin,CHEMICAL
creatinine,CHEMICAL
lasix,CHEMICAL
retroperitoneal hematoma Heparin,DISEASE
bleeding,DISEASE
heparin,CHEMICAL
bleeding,DISEASE
acute renal failure,DISEASE
bleeding,DISEASE
creatinine,CHEMICAL
heparin,CHEMICAL
coumadin,CHEMICAL
benzoin,CHEMICAL
Fenofibrate,CHEMICAL
Carvedilol Amlodipine,CHEMICAL
Lisinopril,CHEMICAL
Colchicine,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain,DISEASE
Amlodipine,CHEMICAL
Warfarin,CHEMICAL
Docusate Sodium,CHEMICAL
constipation,DISEASE
Pantoprazole,CHEMICAL
Carvedilol,CHEMICAL
Fenofibrate Capsule,CHEMICAL
renal cell carcinoma,DISEASE
alcohol,CHEMICAL
ibuprofen,CHEMICAL
coumadin,CHEMICAL
lisinopril,CHEMICAL
stroke,DISEASE
depression,DISEASE
basilar occlusion,DISEASE
nausea vomiting,DISEASE
vertigo,DISEASE
headache,DISEASE
nausea vomiting,DISEASE
weakness,DISEASE
seizure,DISEASE
artery occlusion basilar artery,DISEASE
Insomnia,DISEASE
Wegener granulomatosis Stage,DISEASE
Cytoxan,CHEMICAL
hypertension,DISEASE
Gout Glaucoma Osteopenia,DISEASE
heart disease,DISEASE
liver cancer,DISEASE
caries,DISEASE
murmurs,DISEASE
tenderness,DISEASE
spleen edema,DISEASE
atrophy,DISEASE
CREAT,CHEMICAL
PHOS BILI,CHEMICAL
CREAT,CHEMICAL
GRAN,CHEMICAL
pulmonary consolidations,DISEASE
Wegener vasculitis,DISEASE
hemorrhage,DISEASE
clearance hemorrhage lymphatic system lymphatic engourgment,DISEASE
opportunistic infection,DISEASE
aspergillosis,DISEASE
Splenomegaly,DISEASE
horseshoe kidney Extensive degenerative changes thoracic spine Asymmetric sclerosis,DISEASE
degenerative disease arthritis SAPHO Dilated pulmonary arteries consistent with pulmonary hypertension,DISEASE
chest lower neck calcifications,DISEASE
parathyroid adenoma,DISEASE
infection hemorrhage,DISEASE
infection,DISEASE
fungal etiologies,DISEASE
hemorrhage,DISEASE
hematoma,DISEASE
pericardial effusion,DISEASE
cardiomegaly,DISEASE
pulmonary hypertension,DISEASE
Wegener granulomatosis,DISEASE
Revlimid,CHEMICAL
pancytopenia,DISEASE
malaise fever acute,DISEASE
opportunistic infections,DISEASE
vasculititis malignancy hemorrhage,DISEASE
respiratory distress,DISEASE
hemoptysis,DISEASE
oxygen,CHEMICAL
edema,DISEASE
vanco cefepime,CHEMICAL
voriconazole levaquin,CHEMICAL
thrombocytopenias,DISEASE
anemia,DISEASE
wegener,DISEASE
stage renal disease,DISEASE
lung lesions,DISEASE
pericardial effusion left pleural effusion,DISEASE
hemorrhage,DISEASE
thrombocytopenia,DISEASE
bleeding,DISEASE
Metoprolol Tartrate,CHEMICAL
Lorazepam anxiety,CHEMICAL
Citalopram Hydrobromide,CHEMICAL
Calcitriol,CHEMICAL
Allopurinol,CHEMICAL
Vitamin,CHEMICAL
Calcium Citrate,CHEMICAL
Sodium Bicarbonate,CHEMICAL
Nifedipine,CHEMICAL
shortness breath,DISEASE
headedness,DISEASE
chest pain,DISEASE
hypotensive,DISEASE
Arthritis gallstones spastic bladder,DISEASE
pink pallor cyanosis,DISEASE
chest wall deformities scoliosis kyphosis,DISEASE
accessory muscle Bibasilar,DISEASE
tenderness,DISEASE
abdominial bruits,DISEASE
bruit brace Skin stasis dermatitis ulcers scars xanthomas,DISEASE
PHOS,CHEMICAL
BILI,CHEMICAL
CREAT,CHEMICAL
INTUBA,CHEMICAL
CHOL,CHEMICAL
Folate Iron,CHEMICAL
heart block,DISEASE
PRWP,DISEASE
vessel disease,DISEASE
infarct,DISEASE
pulmonary systolic hypertension,DISEASE
hypertension,DISEASE
vessel coronary artery disease,DISEASE
inferior myocardial infarction,DISEASE
pulmonary artery hypertension Right ventricular dysfunction,DISEASE
hypertension,DISEASE
left ventricular hypertrophy left ventricular cavity,DISEASE
left ventricular systolic dysfunction,DISEASE
akinesis basal inferior inferolateral walls hypokinesis basal inferior walls remaining segments contract normally LVEF Intrinsic left ventricular systolic function,DISEASE
depressed,DISEASE
valvular regurgitation right ventricular cavity mildly dilated,DISEASE
aortic valve stenosis aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
hypertension,DISEASE
pericardial effusion,DISEASE
ventricular dysfunction,DISEASE
inferior inferolateral myocardial infarction,DISEASE
mitral regurgitation,DISEASE
overload heart failure acute cardiopulmonary disease,DISEASE
STEMI,CHEMICAL
heart block,DISEASE
plavix heparin,CHEMICAL
heart block,DISEASE
aspirin clopidogrel atorvastatin,CHEMICAL
metoprolol lasix,DISEASE
lisinopril,CHEMICAL
Mitral Regurgitation,DISEASE
mitral regurgitation,DISEASE
repair Renal insufficiency,DISEASE
creatinine creatinine,CHEMICAL
creatinine potassium,CHEMICAL
Anemia,DISEASE
anemia,DISEASE
bleeding,DISEASE
stools,DISEASE
anemia,DISEASE
iron,CHEMICAL
folate,CHEMICAL
Chronic renal insufficiency,DISEASE
anemia,DISEASE
bleeding,DISEASE
Aspirin,CHEMICAL
Clopidogrel,CHEMICAL
Atorvastatin,CHEMICAL
Lisinopril,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Lasix,CHEMICAL
Detrol,CHEMICAL
STEMI,CHEMICAL
heart block,DISEASE
shortness breath,DISEASE
shortness breath,DISEASE
discomfort dizziness faintness,DISEASE
abdominal pain,DISEASE
perinephric bleed,DISEASE
renal mass,DISEASE
malignancy,DISEASE
heparin,CHEMICAL
propofol,CHEMICAL
coumadin,CHEMICAL
perinephric bleed embolization,DISEASE
kidney renal mass Hypertension Hypercholesterolemia,DISEASE
chronic kidney disease,DISEASE
EtOH,CHEMICAL
hypertension,DISEASE
thyromegaly,DISEASE
edema,DISEASE
heparin,CHEMICAL
creatinine,CHEMICAL
lasix,CHEMICAL
retroperitoneal hematoma Heparin,DISEASE
bleeding,DISEASE
heparin,CHEMICAL
bleeding,DISEASE
acute renal failure,DISEASE
bleeding,DISEASE
creatinine,CHEMICAL
heparin,CHEMICAL
coumadin,CHEMICAL
benzoin,CHEMICAL
Fenofibrate,CHEMICAL
Carvedilol Amlodipine,CHEMICAL
Lisinopril,CHEMICAL
Colchicine,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain,DISEASE
Amlodipine,CHEMICAL
Warfarin,CHEMICAL
Docusate Sodium,CHEMICAL
constipation,DISEASE
Pantoprazole,CHEMICAL
Carvedilol,CHEMICAL
Fenofibrate Capsule,CHEMICAL
renal cell carcinoma,DISEASE
alcohol,CHEMICAL
ibuprofen,CHEMICAL
coumadin,CHEMICAL
lisinopril,CHEMICAL
stroke,DISEASE
depression,DISEASE
basilar occlusion,DISEASE
nausea vomiting,DISEASE
vertigo,DISEASE
headache,DISEASE
nausea vomiting,DISEASE
weakness,DISEASE
seizure,DISEASE
artery occlusion basilar artery,DISEASE
Insomnia,DISEASE
smoking,CHEMICAL
EtOH,CHEMICAL
stroke Migraine,DISEASE
headaches,DISEASE
bleeding,DISEASE
propofol,CHEMICAL
icterus,DISEASE
rigidity,DISEASE
Cardiac Abdomen soft normoactive bowel sounds Extremities bilaterally radial pulses bilaterally Skin rashes lesions,DISEASE
pain,DISEASE
pain,DISEASE
roving movements clear ocular bobbing,DISEASE
pain,DISEASE
pain,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
CHOL,CHEMICAL
Ethanol,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
cocaine,CHEMICAL
Sinus bradycardia,DISEASE
retrocardiac atelectasis ECHO left atrium normal size atrial septal defect,DISEASE
patent foramen ovale,DISEASE
left ventricular hypertrophy,DISEASE
abnormal septal motion position diameters aorta sinus ascending arch levels normal aortic valve leaflets appear structurally normal with good leaflet excursion aortic stenosis aortic regurgitation mitral valve leaflets mildly thickened Physiologic mitral regurgitation,DISEASE
pericardial effusion,DISEASE
infarctions,DISEASE
inferior left cerebellar hemisphere with expected,DISEASE
infarction,DISEASE
nausea vomitting headaches,DISEASE
heparin,CHEMICAL
warfarin heparin,CHEMICAL
lovenox,CHEMICAL
plavix,CHEMICAL
plavix heparin,CHEMICAL
oropharyngeal bleeding,DISEASE
traumatic lesion soft pharynx This,DISEASE
bleeding,DISEASE
plavix,CHEMICAL
movements mouth,DISEASE
stroke,DISEASE
vancomycin ciprofloxacin,CHEMICAL
aztreonam,CHEMICAL
bacteremia,DISEASE
warfarin,CHEMICAL
murmurs rubs Pulm,DISEASE
tenderness distention,DISEASE
edema clubbing Neurological Examination,DISEASE
facial droop ptosis,DISEASE
cough,DISEASE
pain,DISEASE
pain,DISEASE
warfarin,CHEMICAL
lovenox,CHEMICAL
vancomycin aztreonam,CHEMICAL
ciprofloxacin,CHEMICAL
pneumonia,DISEASE
bacteremia,DISEASE
Citalopram Trazadone,CHEMICAL
acetaminophen,CHEMICAL
fever pain,DISEASE
Nexium,CHEMICAL
warfarin,CHEMICAL
lisinopril,CHEMICAL
heparin,CHEMICAL
aztreonam,CHEMICAL
simvastatin,CHEMICAL
ciprofloxacin,CHEMICAL
vancomycin,CHEMICAL
albuterol sulfate,CHEMICAL
shortness breath wheezing senna,DISEASE
citalopram,CHEMICAL
hypoglycemia,DISEASE
labetalol,CHEMICAL
docusate sodium,CHEMICAL
Stroke,DISEASE
infarct Hypercholesterolemia Depression,DISEASE
stroke,DISEASE
oxygen,CHEMICAL
swallowing dysfunction,DISEASE
heparin,CHEMICAL
thin,CHEMICAL
pneumonia,DISEASE
stroke,DISEASE
depression,DISEASE
LISINOPRIL hypertension,CHEMICAL
cholesterol,CHEMICAL
ulcers,DISEASE
obsessive compulsive disorder depression,DISEASE
overdose,DISEASE
sinus tachycardia,DISEASE
Narcan,CHEMICAL
narcan,CHEMICAL
Narcan,CHEMICAL
Narcan,CHEMICAL
somnolence,DISEASE
obsessive compulsive disorder,DISEASE
depression,DISEASE
intentional drug overdose,DISEASE
illness Denies headache sinus tenderness rhinorrhea congestion Denies cough shortness breath wheezing Denies chest pain,DISEASE
palpitations weakness Denies nausea vomiting diarrhea constipation,DISEASE
abdominal pain,DISEASE
bowel habits Denies dysuria,DISEASE
arthralgias myalgias Denies rashes,DISEASE
obsessive compulsive disorder,DISEASE
depression,DISEASE
psychiatric,DISEASE
psychiatric,DISEASE
smoking,CHEMICAL
wheezes rales rhonchi,DISEASE
distended bowel sounds present rebound,DISEASE
tenderness guarding organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Ethanol,CHEMICAL
Glucose Lactate,CHEMICAL
Lactate Benzodiazepine,CHEMICAL
Barbiturate,CHEMICAL
Cocaine,CHEMICAL
Amphetamine,CHEMICAL
Methadone,CHEMICAL
Overdose Somnolence,DISEASE
trauma,DISEASE
methadone cocaine,CHEMICAL
Amphetamine,CHEMICAL
Adderall,CHEMICAL
Narcan Narcan,CHEMICAL
Narcan,CHEMICAL
psychiatric,DISEASE
opiate overdose,DISEASE
overdosed,DISEASE
diarrhea,DISEASE
Adderall Abilify citalopram clonazepam,CHEMICAL
Overdose,DISEASE
epinephrine,CHEMICAL
Unstable angina Major,DISEASE
coronary artery disease,DISEASE
depression,DISEASE
NSVT chest pain,DISEASE
ischemia,DISEASE
chest pain,DISEASE
vessel coronary artery disease,DISEASE
apnea Hypertension Hyperlipidemia Gout,DISEASE
heart disease,DISEASE
pink pallor cyanosis,DISEASE
chest wall deformities scoliosis kyphosis,DISEASE
CTAB,CHEMICAL
wheezes rhonchi,DISEASE
dermatitis ulcers scars xanthomas,DISEASE
mitral regurgitation,DISEASE
volume loss,DISEASE
volume loss,DISEASE
chest pain,DISEASE
depression,DISEASE
chest pain,DISEASE
